s_id;lon;lat;alt;plant_id;cult_id;bbch;year;day
19497;11.1514;46.0769;420;124;0;10;2010;105
19497;11.1514;46.0769;420;124;0;10;2011;96
19500;15.86;38.36;472;124;0;10;2011;94
19522;12.5247;41.8661;27;124;0;10;2011;103
19497;11.1514;46.0769;420;124;0;10;2012;96
19498;16.9667;39.1667;52;124;0;10;2012;88
20343;12.9325;43.7478;41;124;0;10;2012;87
20348;13.3111;43.2653;160;124;0;10;2012;88
20373;12.7819;41.6883;329;124;0;10;2012;87
19497;11.1514;46.0769;420;124;0;10;2013;114
20368;9.77;44.8444;220;124;0;10;2013;113
20376;11.3061;43.7622;53;124;0;10;2013;99
